version	phase	path	sha256
20171226094803	main	db/migrate/20171226094803_more_faster_index_on_notifications.rb	a0bb0ff9954567df90e9eab02382277218be38289224f56354c384b8246a363e
20180106000232	main	db/migrate/20180106000232_add_index_on_statuses_for_api_v1_accounts_account_id_statuses.rb	b40a7f89b5ab7fed8fe6b615e4c147ce418a7bebcbd45512c90c61084f1bba64
20180109143959	main	db/migrate/20180109143959_add_remember_token_to_users.rb	2ba021c3dcd92f1e56dd9aaddb9174a0c04add3611ac237f5c56173a57ad14fd
20180204034416	main	db/migrate/20180204034416_create_identities.rb	65dfaab051f734b275b8f545e8d591185413ae94b12c246ea24a2bf90363637c
20180206000000	main	db/migrate/20180206000000_change_user_id_nonnullable.rb	2b933c581d472962578550a422bca551fbb84c5dd58950cbde4fd94c03493433
20180211015820	main	db/migrate/20180211015820_create_backups.rb	3ffcf822927bc57b0b7958ae6e6861ff579ae1c8a5a58e79ebdcbab2ff06c17c
20180304013859	main	db/migrate/20180304013859_add_featured_collection_url_to_accounts.rb	4470633d5399cba592ab616055edf5b9b5c2c56da42aa5e21e944b68c8695e36
20180310000000	main	db/migrate/20180310000000_change_columns_in_notifications_nonnullable.rb	1c5a3d456674bb9d2c4d1568f2a9a1b6216b77793c10236952cf25ab1b029e89
20180402031200	main	db/migrate/20180402031200_add_assigned_account_id_to_reports.rb	fa72071f84b0647f01bb2c9dbf7e0cbe0391642cce19797afdff6e5e4d05b977
20180402040909	main	db/migrate/20180402040909_create_report_notes.rb	060ddf72111e2ff2f81d9c415941f46025d416dec3a6815daeef45a20d5ca06b
20180410204633	main	db/migrate/20180410204633_add_fields_to_accounts.rb	8f7e0a249f61b8c0b794cab81503f9fc468ce3eebb744b41f3d823fad28e1b8b
20180416210259	main	db/migrate/20180416210259_add_uri_to_relationships.rb	577a4cdb205e6ff90624cd2064c7dd672fe17e94a98e3b47e37275327c413087
20180506221944	main	db/migrate/20180506221944_add_actor_type_to_accounts.rb	050c4087351a905d0c299353782c9d259a3c860ad0b091b72cf7889e575de111
20180510214435	main	db/migrate/20180510214435_add_access_token_id_to_web_push_subscriptions.rb	bd37161f813f88f1ac7362e4a9892a7de8714d86b029e46796fd89f7e8142c0d
